Filename,Folder,Subfolder,Size (Bytes),Creation Date
D2346_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,676280,2024-02-26 12:07:25
D1348_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,684824,2024-02-26 12:07:25
D1111_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,702008,2024-02-26 12:07:25
D0069_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,636256,2024-02-26 12:07:25
D2030_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,719480,2024-02-26 12:07:25
D2795_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,719488,2024-02-26 12:07:25
D3244_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,688512,2024-02-26 12:07:25
D1334_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,623432,2024-02-26 12:07:25
D0835_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,612936,2024-02-26 12:07:25
D2894_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,699504,2024-02-26 12:07:25
D1868_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,643552,2024-02-26 12:07:25
D1917_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,639840,2024-02-26 12:07:25
D3017_rest_babycap_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,687904,2024-02-26 12:07:25
D0402_rest_maskunder_babycap_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,636552,2024-02-26 12:07:25
D1987_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,689872,2024-02-26 12:07:25
D2700_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,675056,2024-02-26 12:07:25
D1239_rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Proj_B4Preterm,B4_Baseline,630080,2024-02-26 12:07:25
D82rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,242408,2024-02-26 12:07:25
D242rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,254224,2024-02-26 12:07:25
D781rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,255248,2024-02-26 12:07:25
D590rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,240000,2024-02-26 12:07:25
D848rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,235288,2024-02-26 12:07:25
D253rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,222856,2024-02-26 12:07:25
D582rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,228376,2024-02-26 12:07:25
D246rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,277552,2024-02-26 12:07:25
D671rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,240712,2024-02-26 12:07:25
D105rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,194056,2024-02-26 12:07:25
D56rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,233808,2024-02-26 12:07:25
D924rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,246968,2024-02-26 12:07:25
D277rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,224168,2024-02-26 12:07:25
D214rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,263320,2024-02-26 12:07:25
D961rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,245832,2024-02-26 12:07:25
D11rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,218360,2024-02-26 12:07:25
D483rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,235288,2024-02-26 12:07:25
D216rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,233848,2024-02-26 12:07:25
D989rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,219904,2024-02-26 12:07:25
D152rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,238760,2024-02-26 12:07:25
D841rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,235800,2024-02-26 12:07:25
D836rest_postcomp.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S04_POSTCOMP,239992,2024-02-26 12:07:25
D836rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,140784,2024-02-26 12:07:25
D253rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,131896,2024-02-26 12:07:25
D483rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,138592,2024-02-26 12:07:25
D82rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,142232,2024-02-26 12:07:25
D246rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,163344,2024-02-26 12:07:25
D989rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,130456,2024-02-26 12:07:25
D781rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,153072,2024-02-26 12:07:25
D11rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,130176,2024-02-26 12:07:25
D924rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,145264,2024-02-26 12:07:25
D671rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,141504,2024-02-26 12:07:25
D105rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,114344,2024-02-26 12:07:25
D214rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,154608,2024-02-26 12:07:25
D961rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,145896,2024-02-26 12:07:25
D590rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,141528,2024-02-26 12:07:25
D582rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,135936,2024-02-26 12:07:25
D277rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,134728,2024-02-26 12:07:25
D841rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,138600,2024-02-26 12:07:25
D216rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,137136,2024-02-26 12:07:25
D242rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,149512,2024-02-26 12:07:25
D848rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,138600,2024-02-26 12:07:25
D152rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,140048,2024-02-26 12:07:25
D56rest_preica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S02_PREICA,137128,2024-02-26 12:07:25
D483rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,164088,2024-02-26 12:07:25
D671rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,167000,2024-02-26 12:07:25
D848rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,164088,2024-02-26 12:07:25
D216rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,162632,2024-02-26 12:07:25
D152rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,165544,2024-02-26 12:07:25
D590rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,166280,2024-02-26 12:07:25
D214rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,180104,2024-02-26 12:07:25
D277rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,157984,2024-02-26 12:07:25
D246rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,188840,2024-02-26 12:07:25
D582rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,160688,2024-02-26 12:07:25
D11rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,154176,2024-02-26 12:07:25
D924rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,170752,2024-02-26 12:07:25
D836rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,166272,2024-02-26 12:07:25
D781rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,177072,2024-02-26 12:07:25
D989rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,155200,2024-02-26 12:07:25
D105rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,139840,2024-02-26 12:07:25
D82rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,167720,2024-02-26 12:07:25
D961rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,170640,2024-02-26 12:07:25
D253rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,156648,2024-02-26 12:07:25
D841rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,164088,2024-02-26 12:07:25
D242rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,175008,2024-02-26 12:07:25
D56rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S03_POSTICA,162624,2024-02-26 12:07:25
D841rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,342504,2024-02-26 12:07:25
D277rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,338504,2024-02-26 12:07:25
D216rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,339504,2024-02-26 12:07:25
D582rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,343504,2024-02-26 12:07:25
D152rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,347504,2024-02-26 12:07:25
D242rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,372504,2024-02-26 12:07:25
D848rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,343504,2024-02-26 12:07:25
D961rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,360504,2024-02-26 12:07:25
D214rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,386504,2024-02-26 12:07:25
D590rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,349504,2024-02-26 12:07:25
D56rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,339504,2024-02-26 12:07:25
D989rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,334504,2024-02-26 12:07:25
D781rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,429504,2024-02-26 12:07:25
D246rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,410504,2024-02-26 12:07:25
D671rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,350504,2024-02-26 12:07:25
D105rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,390504,2024-02-26 12:07:25
D82rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,352504,2024-02-26 12:07:25
D924rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,362504,2024-02-26 12:07:25
D836rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,348504,2024-02-26 12:07:25
D11rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,334504,2024-02-26 12:07:25
D483rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,343504,2024-02-26 12:07:25
D253rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/P21,S01_IMPORT,337504,2024-02-26 12:07:25
D200rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,99952,2024-02-26 12:07:25
D221rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,171704,2024-02-26 12:07:25
D15_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,158376,2024-02-26 12:07:25
D931rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,157296,2024-02-26 12:07:25
D3_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,171240,2024-02-26 12:07:25
D754rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,168720,2024-02-26 12:07:25
D138rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,157568,2024-02-26 12:07:25
D108rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,152424,2024-02-26 12:07:25
D18_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,160336,2024-02-26 12:07:25
D17_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,161064,2024-02-26 12:07:25
D473rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,163400,2024-02-26 12:07:25
D709rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,142808,2024-02-26 12:07:25
D89rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,153368,2024-02-26 12:07:25
D1_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,159704,2024-02-26 12:07:25
D8_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,168328,2024-02-26 12:07:25
D7_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,146040,2024-02-26 12:07:25
D94rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,77104,2024-02-26 12:07:25
D21_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,159608,2024-02-26 12:07:25
D800rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,158640,2024-02-26 12:07:25
D779rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,159256,2024-02-26 12:07:25
D296rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,184848,2024-02-26 12:07:25
D11_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,163976,2024-02-26 12:07:25
D584rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,160488,2024-02-26 12:07:25
D5_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,159088,2024-02-26 12:07:25
D13_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,161064,2024-02-26 12:07:25
D500rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,166760,2024-02-26 12:07:25
D601rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,130984,2024-02-26 12:07:25
D10_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,163960,2024-02-26 12:07:25
D20_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,155344,2024-02-26 12:07:25
D905rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,157912,2024-02-26 12:07:25
D9_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,188712,2024-02-26 12:07:25
D789rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,167992,2024-02-26 12:07:25
D365rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,168104,2024-02-26 12:07:25
D786rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,169296,2024-02-26 12:07:25
D12_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,160336,2024-02-26 12:07:25
D199rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,147784,2024-02-26 12:07:25
D4_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,169056,2024-02-26 12:07:25
D22_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,166520,2024-02-26 12:07:25
D632rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,81544,2024-02-26 12:07:25
D2_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,178520,2024-02-26 12:07:25
D14_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,163584,2024-02-26 12:07:25
D711rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,160424,2024-02-26 12:07:25
D847rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,151808,2024-02-26 12:07:25
D603rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,193472,2024-02-26 12:07:25
D14rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,160704,2024-02-26 12:07:25
D566rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,153656,2024-02-26 12:07:25
D426rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,146120,2024-02-26 12:07:25
D58rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,157400,2024-02-26 12:07:25
D16_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,161792,2024-02-26 12:07:25
D19_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,159736,2024-02-26 12:07:25
D254rest_postica.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S03_POSTICA,176728,2024-02-26 12:07:25
D13_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,334472,2024-02-26 12:07:25
D18_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,333472,2024-02-26 12:07:25
D905rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,332544,2024-02-26 12:07:25
D199rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,335632,2024-02-26 12:07:25
D22_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,361472,2024-02-26 12:07:25
D426rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,333632,2024-02-26 12:07:25
D108rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,333544,2024-02-26 12:07:25
D603rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,427544,2024-02-26 12:07:25
D14rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,337536,2024-02-26 12:07:25
D1_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,334456,2024-02-26 12:07:25
D14_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,349472,2024-02-26 12:07:25
D800rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,334544,2024-02-26 12:07:25
D789rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,359544,2024-02-26 12:07:25
D11_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,342472,2024-02-26 12:07:25
D4_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,357456,2024-02-26 12:07:25
D711rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,348544,2024-02-26 12:07:25
D138rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,390544,2024-02-26 12:07:25
D20_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,333472,2024-02-26 12:07:25
D8_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,354456,2024-02-26 12:07:25
D601rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,340632,2024-02-26 12:07:25
D16_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,337472,2024-02-26 12:07:25
D365rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,361544,2024-02-26 12:07:25
D3_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,363456,2024-02-26 12:07:25
D221rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,373232,2024-02-26 12:07:25
D779rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,334544,2024-02-26 12:07:25
D89rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,334536,2024-02-26 12:07:25
D9_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,411456,2024-02-26 12:07:25
D786rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,362232,2024-02-26 12:07:25
D2_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,383456,2024-02-26 12:07:25
D17_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,335472,2024-02-26 12:07:25
D5_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,341456,2024-02-26 12:07:25
D10_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,342472,2024-02-26 12:07:25
D500rest_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,361544,2024-02-26 12:07:25
D21_import.set,/cblstore/srv/RAWDATA/Grace_Projects/Mouse_BinderLab/Adult,S01_IMPORT,331472,2024-02-26 12:07:25
