Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power,Filename,Channel_Number
9,6,12,6,1.04,0.932,1.154,0.222,4.5112410087918054e-14,5.700104029721696,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
10,6,12,6,1.082,0.962,1.234,0.272,4.497739197370655e-14,5.813347688406766,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,6,13,7,3.016,2.87,3.224,0.354,3.5660200049973636e-14,4.5187649042125395,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
9,7,11,4,0.424,0.304,0.556,0.252,4.760596656424444e-14,6.015173237758828,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
9,7,11,4,1.874,1.652,2.016,0.364,6.884462046240936e-14,8.698748254807564,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
9,7,11,4,2.596,2.408,2.744,0.336,7.783309223867363e-14,9.834471752910927,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
10,8,12,4,2.388,2.236,2.77,0.534,3.592739787112651e-14,4.643631971517614,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,4,10,6,0.186,0.05,0.542,0.492,7.281884385191978e-14,9.227408581619313,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,6,10,4,2.626,2.504,2.794,0.29,3.391846563160343e-14,4.298056990315232,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
9,4,12,8,3.128,3.024,3.238,0.214,3.199961621980767e-14,4.043258629024652,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,9,27,18,1.082,0.96,1.314,0.354,3.684910381490076e-14,4.955064228060643,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,8,13,5,1.94,1.846,2.032,0.186,3.828070612427409e-14,5.147570440087333,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,7,15,8,2.73,2.64,2.812,0.172,3.554855439398556e-14,4.670184920787011,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,4,14,10,0.132,0.03,0.296,0.266,3.2731429981284734e-14,4.300085709258952,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,10,15,5,2.078,1.976,2.266,0.29,3.077708786103958e-14,4.043334365762069,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,9,13,4,2.836,2.684,2.954,0.27,3.957058465741247e-14,5.321019189620091,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,10,15,5,2.762,2.65,2.948,0.298,4.0409181868172454e-14,5.308748978383438,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,10,16,6,0.844,0.702,0.982,0.28,3.118958184558045e-14,4.097525688569954,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,10,14,4,1.254,1.11,1.458,0.348,4.951727480085285e-14,6.505323044374922,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,6,9,3,0.6,0.382,0.82,0.438,4.097861912086504e-14,5.192700704061103,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,7,9,2,3.106,2.844,3.25,0.528,3.2222309483936575e-14,4.083124632633549,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,8,12,4,2.05,1.648,2.264,0.616,3.498723398602059e-14,4.704700348582551,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,9,12,3,2.058,1.648,2.264,0.616,3.4977577819329364e-14,4.703401892956813,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,9,14,5,2.736,2.592,2.904,0.312,8.332427217848625e-14,11.204536275149515,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,6,10,4,2.254,2.112,2.398,0.286,3.8523541131720986e-14,4.881599806172083,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,5,11,6,0.338,0.21,0.448,0.238,5.754399889751024e-14,7.291821198470999,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,9,13,4,0.682,0.538,0.806,0.268,3.4982050167259776e-14,4.704003285363986,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
9,7,11,4,2.332,2.204,2.484,0.28,4.35526579846359e-14,5.503024130156175,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
10,7,13,6,3.178,3.074,3.25,0.212,1.1427830121997894e-13,14.770520678935421,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
11,9,17,8,3.15,3.038,3.25,0.228,3.9248545720514823e-14,5.277714917573753,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,9,14,5,0.468,0.36,0.57,0.21,5.461185796409323e-14,7.174622988416699,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,5,10,5,0.79,0.446,1.298,0.852,3.8211730325789153e-14,4.842087977168756,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,6,10,4,1.072,0.666,1.248,0.582,5.624996801236949e-14,7.127845075495059,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,6,10,4,1.91,1.668,2.09,0.422,5.0748432069004323e-14,6.430705196714129,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
10,8,12,4,1.256,1.124,1.39,0.266,3.2304819133752107e-14,4.175412076924835,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,10,15,5,2.632,2.528,2.768,0.24,4.8157122046613684e-14,6.3266332216492644,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
12,9,19,10,3.074,2.986,3.182,0.196,4.643662810301292e-14,6.100603640174381,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,11
8,2,19,17,0.918,0.804,1.048,0.244,7.0524783775511e-14,16.08672278093644,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,2,16,14,0.882,0.768,0.99,0.222,7.014670267832716e-14,17.35872072425122,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,6,11,5,1.968,1.864,2.096,0.232,1.6224703078026486e-14,4.015015372238982,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,6,11,5,1.952,1.83,2.074,0.244,1.6168481613340308e-14,4.046673486130423,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,6,26,20,0.142,0.054,0.232,0.178,4.154500843928108e-13,93.15397029780449,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,3,13,10,1.504,1.404,1.624,0.22,5.744141295055557e-14,12.879755900592546,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,1,17,16,2.97,2.86,3.064,0.204,1.9516910866402842e-14,4.376164077113976,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,16,6,1.76,1.336,1.864,0.528,2.1069470560311464e-14,4.410558430359629,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,1.034,0.858,1.232,0.374,2.5922996365285587e-14,5.913042675990121,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,18,11,1.142,0.924,1.292,0.368,2.1453216461476105e-14,5.3088795192469,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,4,10,6,1.956,1.74,2.108,0.368,2.0283923520250902e-14,4.626768592707088,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,12,5,1.87,1.558,2.028,0.47,1.7906593602213346e-14,4.431221220602323,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,14,5,0.252,0.146,0.37,0.224,2.142957505427176e-14,4.485940576631438,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,13,4,2.742,2.614,2.994,0.38,1.9202133287017117e-14,4.305583320527132,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,15,7,0.312,0.152,0.52,0.368,2.621410960206652e-14,6.560909355995122,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,20,11,2.124,1.974,2.242,0.268,3.072957022802718e-14,6.890313854357896,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,5,10,5,1.766,1.65,1.878,0.228,1.7650045411143267e-14,4.025980263956418,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,2.236,2.094,2.402,0.308,4.5417052780297004e-14,10.359642362455478,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,0.444,0.224,0.656,0.432,2.227092698399302e-14,5.511232702670847,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,6,11,5,2.168,2.044,2.318,0.274,4.4840695224419665e-14,11.096417590023904,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,15,7,0.382,0.188,0.544,0.356,2.0630526307961815e-14,5.163441182161679,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,13,6,0.86,0.73,0.982,0.252,1.7322127484830152e-14,4.335409823418271,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,1.466,1.24,1.678,0.438,3.29864226594494e-14,8.255894719770687,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,2.08,1.912,2.218,0.306,4.191259612857316e-14,10.489951718685226,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,13,4,1.378,1.192,1.632,0.44,3.184147678714641e-14,7.139630233083656,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,14,5,1.984,1.87,2.124,0.254,4.3192758860553845e-14,9.684862579476446,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,19,10,1.94,1.828,2.054,0.226,4.137397529558231e-14,8.66098343644018,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,5,13,8,0.074,0.0,0.17,0.196,1.8909697066621004e-14,4.732749282228031,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,5,13,8,0.1,0.0,0.31,0.424,1.931014727118566e-14,4.329802671662154,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,14,5,2.07,1.978,2.178,0.2,2.204204879691397e-14,4.614152209726436,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,2.778,2.644,2.942,0.298,2.7235572620875406e-14,6.739799318278002,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,0.33,0.14,0.494,0.354,2.5752688429459975e-14,6.445424125546179,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,13,5,1.934,1.788,2.102,0.314,2.4346387570267875e-14,6.093452893088599,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,16,7,0.232,0.122,0.48,0.358,2.6555341186054465e-14,5.954350611600427,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,8,13,5,1.912,1.804,2.086,0.282,2.4208525496641878e-14,5.428137698813389,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,16,7,0.206,0.12,0.288,0.168,2.6847802194266627e-14,5.620160220238583,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,1.812,1.65,2.208,0.558,1.8747993466156833e-14,4.276422520470002,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,2.76,2.524,2.944,0.42,1.9845518952746886e-14,4.526768389008734,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,2.104,1.686,2.244,0.558,1.827504713358303e-14,4.522399874861244,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,13,5,1.006,0.796,1.126,0.33,1.799526896139943e-14,4.503884750797973,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,21,14,1.608,1.466,1.722,0.256,2.7689692748355537e-14,6.852177294251269,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,2.966,2.828,3.112,0.284,1.9683090945911897e-14,4.870838766106212,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,14,4,0.39,0.278,0.512,0.234,2.3860101427609844e-14,4.994732601350413,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,8,15,7,1.23,1.126,1.32,0.194,2.3504071281510265e-14,5.270182003297181,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,8,14,6,1.248,1.158,1.346,0.188,2.36875755530117e-14,4.958617054522322,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,4,10,6,1.33,1.2,1.464,0.264,2.94517291673051e-14,6.717947608910968,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,8,13,5,1.82,1.714,1.922,0.208,1.9844813253864503e-14,4.449687733528261,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,15,5,1.792,1.54,1.916,0.376,3.6216477647499574e-14,7.581343363558585,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,9,3,2.62,2.436,2.852,0.416,2.5072843460902274e-14,5.719122562207777,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,5,11,6,0.424,0.312,0.57,0.258,2.1726636025821278e-14,5.376540773116224,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,8,17,9,2.452,2.346,2.542,0.196,2.5184838706189806e-14,5.647050764763306,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,11,5,1.288,1.138,1.442,0.304,2.289208897900621e-14,5.221691858765786,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,0.604,0.464,0.736,0.272,4.171973467143363e-14,10.44168204415629,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,13,5,0.996,0.852,1.136,0.284,2.9868653407709865e-14,7.475574435615041,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,2,11,9,0.512,0.386,0.966,0.58,1.771045231346798e-14,4.38268348862312,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,0.798,0.536,0.93,0.394,2.954855316626531e-14,7.39545923426621,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,14,5,1.638,1.416,1.778,0.362,2.2650625472734797e-14,4.7415480538877,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,15,5,2.174,2.076,2.334,0.258,2.5847004873488586e-14,5.410659224586907,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,9,3,1.936,1.734,2.152,0.418,2.9878698727276316e-14,6.815339484212831,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,16,9,1.772,1.678,1.86,0.182,2.5442680226146457e-14,6.367834775671996,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,13,6,2.106,2.02,2.21,0.19,2.231135054499087e-14,5.584120565513229,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,7,16,9,1.742,1.642,1.858,0.216,2.6693669983522784e-14,5.985367278041903,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,8,16,8,1.716,1.608,1.796,0.188,2.6263421103548643e-14,5.497829336848277,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,0.462,0.328,0.574,0.246,4.334016838535693e-14,9.885904454717927,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,1.064,0.898,1.218,0.32,1.3051021238318968e-13,29.769415718769405,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,1.83,1.648,2.012,0.364,6.626304242895827e-14,15.1146183952743,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,3,12,9,0.586,0.212,0.774,0.562,2.7665719164430342e-14,6.924220523283978,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,6,15,9,1.958,1.886,2.052,0.166,3.93298884401954e-14,8.233086376255068,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,11,5,0.586,0.446,0.716,0.27,1.803556690839602e-14,4.113917824632075,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,6,11,5,0.634,0.49,1.232,0.742,1.7320951158427186e-14,4.286296324095493,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,36,27,2.502,2.402,2.672,0.27,3.042013990696041e-14,6.3679722817572415,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,14,5,1.728,1.612,1.834,0.222,3.2204762002025194e-14,7.221087576306752,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,14,5,2.632,2.532,2.74,0.208,2.735313896419362e-14,6.133236194538861,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,0.224,0.006,0.396,0.39,1.8612473661703162e-14,4.245510415407584,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,9,3,0.282,0.1,0.586,0.486,2.0836404401551083e-14,4.7527896352888535,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,13,4,0.722,0.6,0.85,0.25,2.684088788565014e-14,6.018377097024417,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,14,5,1.894,1.792,2.008,0.216,2.89416675260145e-14,6.058477612436112,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,1.244,1.114,1.402,0.288,1.742578977262789e-14,4.312240012901122,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,14,7,1.194,1.08,1.34,0.26,1.6824281551642524e-14,4.210808145525029,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,13,5,2.186,2.03,2.308,0.278,2.7097672726332182e-14,6.782048950534311,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,0.898,0.642,1.09,0.448,2.442285188141491e-14,5.570859302267276,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,12,5,1.026,0.682,1.154,0.472,2.0785973415469652e-14,5.143761484491386,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,13,4,1.382,1.148,1.516,0.368,2.2056836328416352e-14,4.945676877653771,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,14,4,1.332,1.196,1.47,0.274,2.0762271297157443e-14,4.346251152394301,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,15,6,1.36,1.21,1.484,0.274,2.3454361187138447e-14,4.9097973376462445,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,15,5,2.586,2.468,2.706,0.238,4.66832171364743e-14,9.772388741719862,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,12,5,2.452,2.332,2.582,0.25,1.904592755868976e-14,4.766845268075106,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,5,10,5,2.184,2.01,2.544,0.534,1.9905408359668688e-14,4.540429179373331,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,11,5,2.814,2.672,2.944,0.272,2.7474244099151594e-14,6.2668827152406,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,15,6,1.47,1.222,1.62,0.398,1.8795995020975686e-14,4.214517285417476,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,5,13,8,1.83,1.72,1.94,0.22,2.0459926029713026e-14,4.587610914684762,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,11,5,2.38,2.192,2.526,0.334,2.3010131496707894e-14,5.248617389862419,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,2.568,2.434,2.698,0.264,1.7027879163487454e-14,4.213771818765754,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,2.642,2.512,2.774,0.262,1.6518868391356483e-14,4.134368850382738,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,8,13,5,3.158,3.048,3.25,0.224,2.3414715875244303e-14,5.250146357201663,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,14,4,0.564,0.362,0.674,0.312,2.309230725550439e-14,4.834007107614482,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,0.618,0.446,0.864,0.418,2.991611017932508e-14,6.823873046823338,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,2.578,2.468,2.704,0.236,2.3009012572615687e-14,5.693881652860975,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,4,13,9,3.078,2.946,3.2,0.254,1.7767746551924013e-14,4.396861698667114,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,12,5,2.626,2.496,2.73,0.234,2.2439907944799737e-14,5.616296117534341,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,7,12,5,3.036,2.914,3.14,0.226,1.8664544890884032e-14,4.671392202859275,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,8,15,7,2.688,2.574,2.852,0.278,2.163130397978582e-14,4.850262219541429,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,0.778,0.66,1.186,0.526,1.652759588335878e-14,4.136553181065773,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,2.832,2.698,3.154,0.456,2.543882061481293e-14,6.366868785962903,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,14,5,3.078,2.966,3.19,0.224,2.2720733463867953e-14,5.094538693693701,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,11,5,0.372,0.24,0.528,0.288,3.575633381968066e-14,8.156029682427159,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,1.298,1.014,1.426,0.412,1.8374840632789708e-14,4.1913062554644185,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,10,3,1.25,0.992,1.416,0.424,1.8670813996511398e-14,4.620337570906494,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,1.79,1.636,2.006,0.37,1.9442632015755098e-14,4.811334053056689,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,29,21,1.964,1.644,2.076,0.432,1.6170362855932273e-14,4.047144326540794,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,1.228,1.008,1.4,0.392,1.6933524675398192e-14,4.190422564342035,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,2.696,2.508,2.93,0.422,2.139370891274606e-14,4.8799109491903065,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,1.306,1.188,1.48,0.292,2.726180814637013e-14,6.823129026467627,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,16,7,1.24,1.136,1.378,0.242,2.8357050111742352e-14,6.358337386555871,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,15,5,1.192,1.04,1.282,0.242,3.313943452580691e-14,6.937213344149068,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,6,11,5,0.552,0.406,0.664,0.258,1.922742905314787e-14,4.758079260111381,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,9,14,5,1.196,1.088,1.518,0.43,1.9863807195051686e-14,4.4539466351380055,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,12,5,2.914,2.746,3.046,0.3,3.1178647312018226e-14,7.715564817510212,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,7,11,4,3.018,2.858,3.18,0.322,2.1722915053287103e-14,4.955002961347666,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,17,10,3.08,2.934,3.22,0.286,2.4238346325265616e-14,5.998096398164164,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,14,5,1.916,1.768,2.044,0.276,1.9598444147758124e-14,4.1026224560504145,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,0.498,0.238,0.642,0.404,2.2590004752403308e-14,5.653862587052482,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,13,5,2.66,2.508,2.77,0.262,2.6951368477049686e-14,6.745431688589862,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,5,12,7,2.604,2.502,2.708,0.206,2.5711113798963326e-14,6.36255200750214,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,11,5,1.508,1.324,1.904,0.58,2.671571925163792e-14,6.093862986697431,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,15,5,2.592,2.49,2.726,0.236,2.3130229694349286e-14,4.841945566811565,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,2.422,2.254,2.536,0.282,1.9947600415968586e-14,4.992517395611383,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,5,13,8,1.618,1.446,1.938,0.492,2.0547810794472497e-14,4.686961353302177,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,13,7,3.144,2.992,3.25,0.308,1.9802696952597173e-14,4.517000678872587,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
11,7,13,6,1.91,1.81,2.014,0.204,2.2427439346223427e-14,5.028775049516061,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,6,11,5,1.764,1.646,1.87,0.224,3.044192222876433e-14,7.533252542200565,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,5,12,7,3.188,3.066,3.25,0.248,1.9182095962048648e-14,4.746860992710174,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,14,5,2.044,1.922,2.162,0.24,1.948557778568852e-14,4.078995678941557,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,1.292,1.12,1.458,0.338,3.727779435555505e-14,8.503075253536661,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,3,10,7,3.184,3.038,3.25,0.296,2.421338146434276e-13,55.230790419126606,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,0.78,0.666,0.892,0.226,1.9755890362112353e-14,4.888853935550559,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,12,4,0.7,0.394,0.902,0.508,1.8309744907239694e-14,4.582592294430741,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,9,16,7,0.522,0.426,0.61,0.184,3.1764633770040136e-14,6.649420680064095,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
9,7,11,4,2.22,1.99,2.376,0.386,3.7465125821576536e-14,9.271236297705753,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
10,8,13,5,2.334,2.186,2.532,0.346,3.7660921299358576e-14,9.425835729659076,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
12,10,15,5,2.976,2.836,3.102,0.266,5.762629781278632e-14,12.063148568496452,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
8,6,10,4,2.516,2.338,2.658,0.32,5.714101738166207e-14,13.033881946599532,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,12
